,Puesto,Colegio,Calendario,Evaluados,Promedio_Total,Matematica,DE_Matematica,Quimica,DE_Quimica,Fisica,DE_Fisica,Biologia,DE_Biologia,Filosofia,DE_Filosofia,Ingles,DE_Ingles,Lenguaje,DE_Lenguaje,Sociales,DE_Sociales,Municipio,Departamento,Jornada,Oficial
3619,3620,INST. ED. COL. VERDE DE ALBARRACIN,A,13,45.2,42.2,11.8,48.4,5.4,43.9,6.9,49.0,9.2,42.2,7.2,45.8,7.5,44.2,5.1,46.1,8.5,VENTAQUEMADA,BOYACA,MAÑANA,SI
3620,3621,INST. ED. CIUDAD LA HORMIGA,A,81,45.2,46.9,10.3,47.2,5.7,44.6,7.8,45.4,7.3,40.6,7.5,44.5,6.0,47.1,5.4,45.2,8.3,VILLA GUAMEZ (LA HORMIGA),PUTUMAYO,COMPLETA U ORDINARIA,SI
3621,3622,INST. ED. GIMNASIO DEL ROSARIO,A,27,45.2,45.9,7.7,47.0,4.8,44.6,5.7,44.9,8.0,41.4,9.1,43.3,9.6,47.0,5.0,47.4,5.8,SINCELEJO,SUCRE,TARDE,NO
3622,3623,MUNICIPAL DE BACHILLERATO COMERCIAL LUIS CARLOS GALAN SARMIENTO,A,19,45.2,46.9,7.7,45.2,6.5,44.9,4.8,46.2,8.0,43.1,7.0,43.5,7.8,45.9,6.7,45.9,9.1,CUCUTA,NORTE SANTANDER,TARDE,SI
3623,3624,ORLANDO HIGUITA ROJAS INST. ED. DISTRITAL,A,102,45.2,46.7,9.5,46.6,6.0,44.4,8.1,47.0,7.5,41.2,7.8,43.4,6.4,46.4,6.6,45.7,8.2,BOGOTÁ D.C.,BOGOTA,TARDE,SI
3624,3625,TRINITARIO,A,40,45.2,44.4,9.9,45.3,4.3,44.7,7.4,44.5,7.6,40.6,8.7,49.3,7.1,47.2,5.7,45.5,6.9,CARTAGENA,BOLIVAR,MAÑANA,NO
3625,3626,JUAN BAUTISTA MIGANI,A,101,45.2,47.6,9.3,46.0,5.8,44.2,7.2,46.1,7.5,42.7,7.7,42.7,7.0,47.0,6.0,45.3,7.7,FLORENCIA,CAQUETA,MAÑANA,SI
3626,3627,INST. ED. GABRIEL TRUJILLO,A,28,45.2,46.9,9.5,46.3,5.2,44.1,6.4,46.4,5.7,40.7,7.1,44.4,6.2,46.0,5.1,46.6,6.7,PEREIRA,RISARALDA,MAÑANA,SI
3627,3628,ARENYS DE MAR,A,24,45.2,48.4,9.4,43.8,5.3,43.0,5.8,44.9,6.9,41.7,8.0,44.5,6.3,48.6,5.4,46.5,7.0,MEDELLIN,ANTIOQUIA,MAÑANA,NO
3628,3629,INST. ED. TECNICA FELISA SUAREZ DE ORTIZ,A,36,45.2,46.2,10.0,45.5,4.0,46.5,6.9,45.3,6.5,41.8,7.2,43.8,4.0,46.3,6.1,46.1,6.3,ALPUJARRA,TOLIMA,COMPLETA U ORDINARIA,SI
3629,3630,INSTITUTO STUDIUM,F(2),13,45.2,45.5,8.3,46.7,5.0,46.2,4.6,47.7,7.5,35.8,10.2,50.7,12.4,47.6,7.0,41.2,9.4,CHIA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
3630,3631,INST. ED. SAN ALBERTO MAGNO,A,46,45.2,50.4,8.5,47.7,4.9,45.3,6.0,46.0,6.2,41.2,7.5,42.2,6.8,46.1,5.0,42.7,8.6,SAN ALBERTO,CESAR,TARDE,SI
3631,3632,INST. ED. FRAY PLACIDO,A,66,45.2,46.6,9.4,46.9,5.4,44.5,6.8,46.2,6.4,41.6,8.1,42.1,6.6,47.9,5.8,45.7,8.1,MOCOA,PUTUMAYO,MAÑANA,SI
3632,3633,INST. TECNICO AGRICOLA SALESIANO VALSALICE,A,80,45.2,46.3,9.9,46.6,5.3,45.9,6.9,46.6,8.4,41.2,8.2,41.0,5.5,46.4,5.3,47.4,7.3,FUSAGASUGA,CUNDINAMARCA,MAÑANA,SI
3633,3634,SAN PABLO,A,18,45.2,48.2,10.3,44.3,6.9,43.7,5.3,44.2,5.2,40.1,9.7,48.1,11.3,47.3,7.8,45.6,7.3,BUGA,VALLE,COMPLETA U ORDINARIA,NO
3634,3635,BACHILLERATO FEMENINO GABRIELA MISTRAL,A,151,45.2,46.0,10.2,45.6,5.2,44.3,6.9,45.7,6.7,42.1,7.2,45.6,7.9,47.0,5.8,45.3,7.6,POPAYAN,CAUCA,COMPLETA U ORDINARIA,SI
3635,3636,DEPARTAMENTAL DE BACHILLERATO CRISTOBAL COLON,A,81,45.2,47.4,11.0,47.1,6.7,44.4,7.7,46.4,8.6,43.2,7.7,42.5,7.3,44.9,6.5,45.5,9.9,MORROA,SUCRE,MAÑANA,SI
3636,3637,INST. PEDAGOGICO NUESTRA SEÑORA DEL PILAR,A,7,45.2,47.7,6.9,44.1,4.3,44.0,7.2,45.0,5.0,42.1,8.3,44.4,12.0,48.0,5.8,46.0,4.2,MOSQUERA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
3637,3638,CENTRO DISTRITAL TECNICO MEIRA DEL MAR,A,79,45.2,45.7,8.5,45.4,5.9,44.8,8.0,47.1,8.0,40.8,8.2,45.2,8.8,46.8,7.0,45.7,7.4,BARRANQUILLA,ATLANTICO,MAÑANA,SI
3638,3639,JUVENTUDES UNIDAS,A,27,45.2,46.1,9.5,46.9,5.4,46.0,7.7,46.9,6.6,40.3,10.1,44.8,6.5,47.0,6.5,43.4,7.5,CUCUTA,NORTE SANTANDER,TARDE,NO
3639,3640,MUNICIPAL AGROPECUARIO GUSTIN SANTACRUZ,A,10,45.2,47.1,9.5,46.2,5.1,43.0,9.0,45.1,5.6,40.0,7.8,44.5,4.8,48.1,3.4,47.4,6.6,LA FLORIDA,NARIÑO,MAÑANA,SI
3640,3641,INSTITUCION DISTRITAL DE EDUCACION ARTISTICA Y CULTURAL,A,20,45.2,49.2,8.3,43.9,6.8,46.0,6.4,46.5,6.1,40.1,8.1,43.4,8.0,47.5,9.8,45.1,7.5,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,SI
3641,3642,GIMNASIO MADRE TRINIDAD DE CALCUTA,A,22,45.2,47.5,9.2,44.9,6.4,45.6,7.8,46.0,7.4,41.5,7.7,45.5,6.2,46.8,4.9,43.8,9.3,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
3642,3643,INSTITUTO JUAN XXIII,A,18,45.2,48.1,9.2,47.0,5.8,42.7,6.2,47.0,6.6,39.6,6.2,44.0,7.9,47.4,5.0,45.6,7.5,BUENAVENTURA,VALLE,MAÑANA,NO
3643,3644,INST. TECNICO AGROPECUARIO ANTONIO NARIÑO,A,21,45.2,46.9,13.3,46.6,4.7,43.7,6.9,46.1,6.7,41.9,10.8,41.9,7.0,47.3,6.3,47.1,6.9,SACAMA,CASANARE,COMPLETA U ORDINARIA,SI
3644,3645,MAIPORE,A,41,45.2,46.8,8.0,47.4,5.0,43.6,7.3,45.7,5.1,42.8,6.8,45.0,6.3,46.5,6.8,43.6,7.9,BUCARAMANGA,SANTANDER,TARDE,SI
3645,3646,INST. TECNICO AGRICOLA SAN DIEGO,A,19,45.2,45.3,8.1,46.8,3.7,48.4,6.8,46.6,9.2,40.1,8.4,44.3,5.2,44.5,6.0,45.4,6.9,GUACHUCAL,NARIÑO,MAÑANA,SI
3646,3647,TECNICO AGROPECUARIO DE LA ARENA,A,22,45.2,46.1,8.4,48.8,4.7,45.0,7.3,47.0,6.3,41.0,6.2,40.4,7.1,46.2,4.4,47.0,5.8,SINCELEJO,SUCRE,MAÑANA,SI
3647,3648,INST. ED. NOROCCIDENTAL DE SOLEDAD,A,75,45.2,49.1,8.8,48.7,5.6,46.3,7.0,46.8,7.2,37.9,8.4,43.6,6.0,45.3,5.9,43.7,6.8,SOLEDAD,ATLANTICO,COMPLETA U ORDINARIA,SI
3648,3649,TECNICO AGROPECUARIO,A,12,45.2,45.5,9.4,45.0,4.9,44.9,6.5,48.1,4.1,41.7,9.6,44.8,6.0,46.4,4.9,44.9,7.0,ENCINO,SANTANDER,COMPLETA U ORDINARIA,SI
3649,3650,NACIONAL DEOGRACIAS CARDONA,A,133,45.2,46.4,10.0,45.4,5.6,44.2,7.1,46.7,7.4,40.4,7.8,44.6,9.2,47.5,5.9,46.2,7.8,PEREIRA,RISARALDA,MAÑANA,SI
3650,3651,INSTITUTO COMERCIAL LORETO,A,25,45.2,47.6,8.5,45.6,4.7,42.6,7.0,45.5,7.3,43.0,4.8,44.7,5.8,46.8,5.6,45.6,8.1,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
3651,3652,DEPARTAMENTAL ANTONIO NARIÑO,A,38,45.2,48.0,10.9,48.4,5.2,45.3,6.1,45.5,6.0,39.5,8.1,45.5,6.7,44.7,6.3,44.5,6.4,SARAVENA,ARAUCA,MAÑANA,SI
3652,3653,SANTA MARIA DE LA PAZ,A,32,45.2,46.6,7.8,46.1,5.0,45.3,6.8,45.6,5.8,39.4,8.8,44.1,6.6,48.8,5.2,45.3,8.7,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
3653,3654,NACIONAL SAN LUIS,A,30,45.2,48.1,11.7,47.7,4.4,45.5,6.8,46.1,6.2,40.3,6.1,42.4,6.7,45.8,6.9,45.5,9.0,TAME,ARAUCA,MAÑANA,SI
3654,3655,INST. ED. JESUS MARIA MORALES,A,21,45.2,45.0,13.5,46.9,5.1,45.5,7.7,47.1,6.2,40.9,7.1,43.4,5.3,46.2,5.1,46.4,7.5,CALARCA,QUINDIO,MAÑANA,SI
3655,3656,COMUNITARIO TECNICO INDUSTRIAL UNIDAD BOLIVARIANA,A,20,45.2,46.7,5.2,45.8,4.5,46.1,5.1,44.6,8.0,40.9,7.4,43.5,10.7,48.0,5.9,45.8,7.7,CALI,VALLE,MAÑANA,NO
3656,3657,DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,A,107,45.2,48.2,8.8,46.2,5.4,45.2,6.2,46.0,7.3,40.4,7.7,42.9,6.9,46.5,6.1,46.0,8.6,FOMEQUE,CUNDINAMARCA,COMPLETA U ORDINARIA,SI
3657,3658,INST. ED. DISTRITAL TENERIFE - GRANADA SUR,A,55,45.2,47.8,9.1,44.8,5.7,45.4,5.9,46.3,6.9,41.4,7.0,42.3,8.7,48.0,6.2,45.3,8.2,BOGOTÁ D.C.,BOGOTA,MAÑANA,SI
3658,3659,NAZARETH LUCERO,A,11,45.2,47.4,9.2,46.6,6.8,43.4,8.7,47.8,7.8,38.5,7.7,44.6,7.9,46.5,5.7,46.6,6.0,BARRANQUILLA,ATLANTICO,MAÑANA,NO
3659,3660,LICEO CARMELITA,A,30,45.2,44.6,10.3,47.1,6.1,45.4,5.8,45.8,6.5,40.2,8.8,43.3,8.8,49.0,6.6,45.8,8.4,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
3660,3661,INST. ED. GRANJA ESCUELA DE ORIENTE (EAST FARM SCHOOL),A,16,45.2,48.1,9.9,46.1,4.3,43.6,6.6,45.8,6.6,37.1,8.0,48.3,8.8,47.0,8.0,45.3,9.2,RIONEGRO,ANTIOQUIA,COMPLETA U ORDINARIA,NO
3661,3662,LICEO CRISTIANO VIDA NUEVA,A,66,45.2,45.1,9.8,46.4,5.4,43.9,8.8,44.6,7.8,41.4,8.1,45.9,7.9,48.8,5.8,45.2,8.2,SOACHA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
3662,3663,SUR OCCIDENTE,A,29,45.2,44.7,10.4,45.6,6.1,44.9,6.3,46.2,7.9,41.8,6.8,45.5,11.5,47.1,6.4,45.5,7.7,PEREIRA,RISARALDA,MAÑANA,NO
3663,3664,CABECERA DEL LLANO,A,55,45.2,46.3,10.4,48.1,5.4,43.1,7.6,46.1,6.2,41.1,7.4,44.4,6.7,47.4,5.2,44.7,6.8,PIEDECUESTA,SANTANDER,MAÑANA,SI
3664,3665,LICEO SANTA VERONICA,A,95,45.2,44.4,9.1,45.1,5.7,42.7,6.8,45.8,6.7,43.0,8.7,45.8,9.2,48.6,7.0,45.9,7.6,SOACHA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
3665,3666,LICEO LUTHER KING,A,41,45.2,46.6,10.2,45.4,4.2,43.9,5.5,47.0,7.2,40.6,9.9,46.8,9.3,47.2,4.8,43.9,7.2,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
3666,3667,FUNDACION COL. ADELINA CARDENAS DE MENDOZA,A,9,45.2,49.2,6.2,45.3,5.7,43.8,9.8,41.8,4.2,44.0,5.7,44.3,5.2,47.6,5.2,45.2,4.0,BUCARAMANGA,SANTANDER,MAÑANA,NO
3667,3668,LICEO CULTURAL LOPEZ OSORIO,A,101,45.2,45.4,10.8,45.9,5.1,44.6,6.7,45.1,6.8,43.0,7.3,43.6,8.3,47.3,5.7,46.5,8.2,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
3668,3669,POLITECNICO UNIVERSAL DE CAPACITACION UNICAP,F(1),43,45.1,45.0,8.4,45.0,6.6,43.7,10.2,46.3,6.9,39.5,10.5,47.3,13.3,48.4,8.5,46.1,7.7,BOGOTÁ D.C.,BOGOTA,SABATINA - DOMINICAL,NO
3669,3670,INST. ED. INEM FRANCISCO JOSE DE CALDAS,A,136,45.1,45.9,10.9,45.7,6.0,45.1,7.4,46.3,7.0,40.7,8.1,44.3,6.9,47.3,6.6,45.9,7.6,POPAYAN,CAUCA,MAÑANA,SI
3670,3671,INST. ED. SANTA TERESA DE JESUS,A,29,45.1,47.5,9.4,46.8,4.5,42.5,8.2,44.3,9.1,39.7,9.8,46.5,9.1,47.7,5.3,46.2,6.4,ARMENIA,QUINDIO,TARDE,SI
3671,3672,INST. ED. REPUBLICA DE BARBADOS,A,52,45.1,46.2,11.3,46.5,6.4,42.7,7.0,45.8,8.1,41.2,9.3,44.4,6.8,48.0,5.9,46.5,7.2,MEDELLIN,ANTIOQUIA,TARDE,SI
3672,3673,ESCUELA NORMAL SUPERIOR,A,141,45.1,45.6,9.8,46.2,5.6,44.7,7.0,45.6,6.6,40.4,8.8,45.0,8.8,48.1,6.6,45.5,8.5,NEIVA,HUILA,TARDE,SI
3673,3674,SINTRAFEC HERNAN SILVA PEREZ,A,20,45.1,46.0,7.2,45.8,5.6,44.6,5.8,46.0,9.6,40.0,8.9,45.2,7.2,46.8,5.9,47.0,8.4,IBAGUE,TOLIMA,MAÑANA,NO
3674,3675,INST. ED. DISTRITAL JOSE FELIX RESTREPO,A,142,45.1,45.1,11.9,46.1,5.8,44.1,6.6,45.9,7.4,41.5,7.9,44.6,10.0,47.7,6.3,46.2,8.5,BOGOTÁ D.C.,BOGOTA,MAÑANA,SI
3675,3676,SIMON BOLIVAR,F(1),21,45.1,47.3,8.4,44.3,7.6,46.5,10.0,45.5,9.6,37.1,9.2,42.7,11.4,51.2,7.6,46.5,9.1,SOGAMOSO,BOYACA,MAÑANA,NO
3676,3677,INST. ED. LA MILAGROSA,A,22,45.1,47.5,9.3,44.6,6.1,44.2,8.8,46.5,7.4,39.7,10.1,44.8,9.7,48.2,6.5,45.7,11.1,BELLO,ANTIOQUIA,TARDE,SI
3677,3678,INST. ED. JUANITA GARCIA MANJARREZ,A,72,45.1,48.3,9.3,47.7,5.4,43.9,6.8,43.6,6.5,42.8,8.4,44.5,6.1,44.6,5.8,45.7,6.7,SINCELEJO,SUCRE,TARDE,SI
3678,3679,COOPERATIVO SAN ANTONIO DE PRADO SEDE SAN NICOLAS,A,24,45.1,47.3,7.5,43.2,5.3,44.2,4.6,46.1,7.3,40.6,8.5,47.3,6.3,47.3,4.9,45.1,7.8,MEDELLIN,ANTIOQUIA,COMPLETA U ORDINARIA,NO
3679,3680,DEPARTAMENTAL MIXTO LAS LAJAS,A,9,45.1,44.7,14.4,47.8,3.5,46.4,5.8,48.3,7.7,39.3,8.7,44.7,4.0,45.9,5.0,44.0,6.9,IPIALES,NARIÑO,MAÑANA,SI
3680,3681,DEPARTAMENTAL MARIA AUXILIADORA,A,44,45.1,47.4,11.2,46.3,6.0,45.5,7.5,46.0,7.4,41.6,7.8,42.2,6.7,47.3,5.3,44.7,9.7,ELIAS,HUILA,COMPLETA U ORDINARIA,SI
3681,3682,INST. ED. PRESBITERO JULIO TAMAYO,A,37,45.1,48.5,11.2,45.2,5.6,44.0,6.9,47.7,6.7,40.8,8.9,41.8,5.1,47.5,7.5,45.6,8.2,CAROLINA,ANTIOQUIA,COMPLETA U ORDINARIA,SI
3682,3683,DEPARTAMENTAL MIXTO AGUSTIN PARRA,A,144,45.1,47.0,10.3,46.0,6.5,44.3,7.0,46.1,6.9,41.2,7.7,45.4,7.3,45.6,6.4,45.5,7.6,SIMIJACA,CUNDINAMARCA,MAÑANA,SI
3683,3684,COOPERATIVO COMERCIAL SESQUILE,A,23,45.1,46.6,9.0,45.4,6.0,43.2,5.4,45.6,7.7,42.5,6.6,43.8,6.0,48.4,5.8,45.7,8.5,SESQUILE,CUNDINAMARCA,TARDE,NO
3684,3685,SAN JOSE DE ALTAMIRA,A,22,45.1,47.6,8.5,47.5,5.2,45.6,7.0,45.5,8.3,41.6,5.8,43.6,6.4,45.9,5.7,43.9,8.5,LA VEGA,CAUCA,COMPLETA U ORDINARIA,SI
3685,3686,DEPARTAMENTAL ALEJANDRO DE HUMBOLDT,A,54,45.1,50.3,10.4,47.7,6.0,46.2,8.3,45.8,7.1,40.1,7.8,41.2,5.0,46.2,5.2,43.6,6.9,ARCABUCO,BOYACA,COMPLETA U ORDINARIA,SI
3686,3687,GIMNASIO CAMPESTRE ESCALEMOS,A,8,45.1,46.3,3.7,45.1,7.4,46.3,6.6,45.0,6.0,40.5,6.3,47.0,3.7,48.1,7.1,42.8,9.0,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
3687,3688,INST. ED. LICEO CARMELO PERCY VERGARA,A,1,45.1,39.0,0.0,50.0,0.0,46.0,0.0,48.0,0.0,47.0,0.0,39.0,0.0,44.0,0.0,48.0,0.0,COROZAL,SUCRE,NOCHE,SI
3688,3689,COLOMBO BRITANICO,A,5,45.1,47.0,11.1,45.4,5.4,46.0,4.0,38.4,12.1,42.0,8.0,46.2,7.7,47.4,4.6,48.6,7.7,RIOHACHA,LA GUAJIRA,COMPLETA U ORDINARIA,NO
3689,3690,NUESTRA SEÑORA DE LA ESPERANZA,B,2,45.1,45.5,2.1,38.0,1.4,45.5,9.2,43.0,1.4,43.0,19.8,46.0,1.4,52.0,5.7,48.0,12.7,YUMBO,VALLE,COMPLETA U ORDINARIA,NO
3690,3691,INST. TECNICO AGROPECUARIO AGATA,A,27,45.1,46.7,10.7,46.3,3.8,42.3,6.1,46.5,8.2,41.2,7.4,46.0,7.5,47.6,5.9,44.4,8.5,CHIPATA,SANTANDER,COMPLETA U ORDINARIA,SI
3691,3692,INSTITUTO PABLO VI,A,30,45.1,44.0,11.7,45.0,4.8,44.0,7.0,43.6,6.6,42.9,7.0,44.7,6.1,48.2,5.4,48.6,6.5,MANIZALES,CALDAS,MAÑANA,SI
3692,3693,INST. ED. DISTRITAL  NUEVO KENNEDY,A,76,45.1,46.1,9.1,46.2,5.4,44.8,7.4,46.0,7.6,40.9,9.1,44.3,5.7,47.1,6.2,45.7,8.3,BOGOTÁ D.C.,BOGOTA,TARDE,SI
3693,3694,MARIA INMACULADA,A,77,45.1,46.4,9.7,46.0,5.4,44.2,6.9,44.4,8.2,41.0,8.4,47.4,7.0,46.4,7.3,45.1,7.7,RISARALDA,CALDAS,COMPLETA U ORDINARIA,SI
3694,3695,CENTRO EDUCATIVO Y TECNOLOGICO BILL GATES,A,21,45.1,44.6,10.3,45.3,5.3,47.3,7.0,46.9,8.8,40.3,6.0,44.6,7.7,47.8,7.6,44.1,8.4,SOLEDAD,ATLANTICO,COMPLETA U ORDINARIA,NO
3695,3696,INTEGRADO RIONEGRO SUR,A,17,45.1,45.2,12.3,47.3,7.2,45.6,10.0,46.5,7.2,40.7,7.8,44.2,7.3,45.8,4.9,45.7,8.0,CAQUEZA,CUNDINAMARCA,COMPLETA U ORDINARIA,SI
3696,3697,INST. ED. NUESTRA SEÑORA DEL ROSARIO VILLANUEVA,A,17,45.1,47.4,7.0,49.2,5.6,44.4,7.2,46.3,9.4,38.9,7.6,42.0,5.1,46.9,4.7,45.8,6.3,COLON (GENOVA),NARIÑO,MAÑANA,SI
3697,3698,LICEO EL ENCANTO,A,12,45.1,45.9,8.5,46.3,5.5,44.7,6.8,43.4,7.2,40.2,7.5,48.0,7.2,47.1,6.3,45.4,5.0,BOGOTÁ D.C.,BOGOTA,COMPLETA U ORDINARIA,NO
3698,3699,INST. ED. DISTRITAL LA ESTANCIA SAN ISIDRO LABRADOR,A,97,45.1,44.9,11.3,46.8,6.0,43.2,7.7,46.1,7.7,43.8,7.3,42.8,6.0,47.2,6.8,46.1,9.2,BOGOTÁ D.C.,BOGOTA,TARDE,SI
3699,3700,INST. ED. MUNICIPIO DE MALLAMA,A,60,45.1,43.1,9.8,46.3,5.1,44.3,7.0,46.5,7.0,42.0,8.2,46.5,7.3,46.0,5.6,46.3,7.0,MALLAMA (PIEDRANCHA),NARIÑO,MAÑANA,SI
3700,3701,INST. ED. DISTRITAL TIBABUYES UNIVERSAL,A,127,45.1,45.7,11.2,45.9,6.2,44.6,7.3,46.0,7.9,40.7,8.6,44.9,8.3,47.2,6.7,45.9,8.3,BOGOTÁ D.C.,BOGOTA,MAÑANA,SI
3701,3702,INST. TECNICO COMERCIAL JOSE MARIA VIVAS BALACAZAR,A,82,45.1,45.5,10.7,45.9,5.9,43.9,7.4,45.8,7.7,41.5,8.7,44.9,10.9,47.0,6.5,46.4,7.7,CALI,VALLE,TARDE,SI
3702,3703,INST. ED. TECNICA SANTA ISABEL,A,32,45.1,46.7,9.8,45.4,5.3,45.2,7.6,45.3,8.8,41.4,7.2,44.2,6.4,47.3,6.1,45.5,8.9,SANTA ISABEL,TOLIMA,MAÑANA,SI
3703,3704,INST. TECNICO GRANCOLOMBIANO,A,28,45.1,46.8,9.3,45.9,5.7,44.0,6.5,44.8,6.1,43.8,7.4,42.0,6.0,46.8,8.3,46.7,9.7,SOACHA,CUNDINAMARCA,COMPLETA U ORDINARIA,NO
3704,3705,JOSE MARIA CORDOBA,A,164,45.1,46.9,9.3,46.5,6.0,44.8,6.6,47.3,7.1,41.1,7.3,41.7,7.3,46.6,5.6,46.0,8.2,TAURAMENA,CASANARE,COMPLETA U ORDINARIA,SI
3705,3706,PEDRO FERMIN DE VARGAS,A,14,45.1,44.5,12.2,44.4,5.2,45.6,5.4,46.2,7.0,40.1,9.8,45.9,7.3,47.6,6.3,46.4,8.5,CEPITA,SANTANDER,MAÑANA,SI
3706,3707,INST. ED. SAN ISIDRO,A,7,45.1,48.3,8.9,46.1,1.9,43.1,4.0,48.1,3.4,42.1,6.6,38.6,2.6,48.4,4.0,46.0,4.4,GALAN,SANTANDER,MAÑANA,SI
3707,3708,INST. ED. PRESBITERO BERNARDO MONTOYA GIRALDO,A,151,45.1,46.6,9.9,46.1,5.6,45.8,6.2,46.1,6.5,40.0,7.8,43.9,10.0,47.3,6.0,45.1,7.7,COPACABANA,ANTIOQUIA,MAÑANA,SI
3708,3709,INST. ED.  DEPARTAMENTAL ANTONIO NARIÑO,A,91,45.1,46.5,9.7,46.8,5.4,44.4,5.9,46.2,6.7,41.0,8.6,44.1,7.1,46.9,5.0,44.9,6.9,CAJICA,CUNDINAMARCA,MAÑANA,SI
3709,3710,INST. ED. PARA POBLACIONES ESPECIALES,A,79,45.1,46.9,12.2,47.5,5.5,47.0,7.0,47.5,7.1,39.5,10.9,42.4,5.9,44.9,7.5,45.1,8.7,SINCELEJO,SUCRE,TARDE,SI
3710,3711,TECNICO COMERCIAL DE JENESANO,A,92,45.1,46.4,10.4,46.4,5.5,45.1,6.6,46.9,7.5,41.7,7.7,42.3,7.3,46.7,6.4,45.2,7.6,JENESANO,BOYACA,COMPLETA U ORDINARIA,SI
3711,3712,INST. ED. DEPARTAMENTAL SAN MIGUEL,A,25,45.1,45.7,9.6,45.8,6.9,42.9,6.9,44.3,6.9,44.4,7.3,44.6,6.5,47.1,6.7,46.0,8.1,SIBATE,CUNDINAMARCA,COMPLETA U ORDINARIA,SI
3712,3713,DE EDUCACION BASICA Y MEDIA TECNICA  JOSE ANTONIO PAEZ,A,42,45.1,48.3,13.1,46.1,5.9,43.1,8.0,46.8,7.7,40.1,10.0,43.0,6.8,47.2,6.5,46.1,8.2,PAEZ,BOYACA,COMPLETA U ORDINARIA,SI
3713,3714,JESUS MISERICORDIOSO,A,17,45.1,45.1,11.5,45.2,6.3,46.5,6.5,45.8,7.3,44.2,7.4,40.9,8.2,46.7,6.0,46.4,6.8,SOLEDAD,ATLANTICO,COMPLETA U ORDINARIA,NO
3714,3715,INST. ED. SAN JOSE,A,113,45.1,44.3,10.7,46.2,5.6,44.6,7.3,45.6,7.9,42.8,7.9,47.1,8.4,46.0,6.2,44.3,7.9,SINCELEJO,SUCRE,MAÑANA,SI
3715,3716,INSTITUTO YOLKIN,A,24,45.1,43.8,9.6,46.7,5.5,43.7,5.5,44.8,9.4,41.8,8.3,46.3,7.6,47.6,4.9,46.2,7.9,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
3716,3717,INST. ED. DEPARTAMENTAL FIDEL LEAL Y BERNABE RIVEROS,A,95,45.1,47.4,10.1,47.0,6.5,44.6,7.6,47.7,8.3,40.6,8.7,42.1,7.4,46.4,6.8,44.9,9.3,UNE,CUNDINAMARCA,MAÑANA,SI
3717,3718,INST. ED. BAJO SINAI,A,11,45.1,47.0,8.0,46.8,6.5,43.9,5.3,46.0,6.6,40.2,9.7,41.2,6.3,48.1,6.6,47.6,7.6,POTOSI,NARIÑO,MAÑANA,SI
3718,3719,INST. ED. DEPARTAMENTAL MANABLANCA,A,42,45.1,47.1,8.0,45.9,6.1,43.9,6.3,45.9,7.2,40.0,7.5,44.2,7.6,46.9,6.2,46.8,8.7,FACATATIVA,CUNDINAMARCA,MAÑANA,SI
3719,3720,DEPARTAMENTAL DE ACCION COMUNAL,A,31,45.1,45.5,8.1,46.4,4.1,43.4,7.4,44.0,5.0,43.3,9.9,45.9,7.4,46.8,6.5,45.5,6.6,FUSAGASUGA,CUNDINAMARCA,TARDE,SI
3720,3721,INST. ED. TECNICA RAMON IGNACIO AVELLA,A,135,45.1,47.7,9.2,46.0,5.3,45.2,6.3,45.2,6.5,41.6,8.0,43.8,7.3,45.9,5.4,45.5,7.5,AQUITANIA,BOYACA,MAÑANA,SI
3721,3722,ESCUELA NORMAL DEPARTAMENTAL INTEGRADA,A,40,45.1,45.9,9.1,45.4,5.1,45.3,5.7,45.9,7.0,40.5,7.4,43.7,6.1,48.0,4.7,46.2,8.8,SAN BERNARDO,CUNDINAMARCA,MAÑANA,SI
3722,3723,INST. ED. RURAL DEPARTAMENTAL SAN BERNARDO,A,21,45.1,47.1,9.6,46.8,4.9,43.4,8.2,47.1,7.9,41.8,5.6,42.2,4.3,47.5,6.7,44.9,9.5,SASAIMA,CUNDINAMARCA,COMPLETA U ORDINARIA,SI
3723,3724,INST. SAN GREGORIO MAGNO,A,24,45.1,44.0,9.8,45.0,4.1,46.5,5.6,44.0,7.5,42.0,10.4,47.1,9.1,48.3,5.4,43.8,9.6,BOGOTÁ D.C.,BOGOTA,MAÑANA,NO
3724,3725,LICEO COMERCIAL DEL CARIBE,A,16,45.1,50.0,7.3,45.5,4.5,44.5,6.1,44.5,5.1,39.9,8.3,44.6,5.0,47.4,4.7,44.4,5.7,MAICAO,LA GUAJIRA,MAÑANA,NO
