codinst,nombre,cod_municipio,municipio,departamento,calendario,naturaleza,jornada,matematica,quimica,fisica,biologia,filosofia,ingles,lenguaje,sociales,de_matematica,de_quimica,de_fisica,de_biologia,de_filosofia,de_ingles,de_lenguaje,de_sociales,evaluados,periodo
066282,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,76001,CALI,VALLE,A,OFICIAL,MAÑANA,47.11,44.28,46.54,45.37,39.94,43.45,48.15,45.52,8.49,8.28,10.88,7.02,8.22,9.81,6.45,7.51,107,20132
066332,INSTITUCION EDUCATIVA JESUS VILLAFAÑE FRANCO,76001,CALI,VALLE,A,OFICIAL,TARDE,39.57,41.98,40.80,41.41,36.27,41.67,46.16,41.45,7.49,6.99,8.53,8.45,9.33,5.28,6.13,6.30,49,20132
066357,INSTITUCION EDUCATIVA GIMNASIO DEL CALIMA,76126,CALIMA (DARIEN),VALLE,A,OFICIAL,NOCHE,41.22,39.13,38.49,40.44,36.11,39.16,43.14,40.49,8.19,5.79,8.97,4.91,8.73,6.41,8.25,7.51,63,20132
066381,COLEGIO MUNICIPAL DE BACHILLERATO AGROPECUARIO NORMAN ZULUAGA JARAMILLO,76275,FLORIDA,VALLE,A,OFICIAL,MAÑANA,38.32,42.63,39.53,40.32,34.74,42.21,43.42,38.26,9.48,5.11,11.85,7.07,7.94,4.25,6.05,7.10,19,20132
066415,INSTITUCION EDUCATIVA SAN RAFAEL,76109,BUENAVENTURA,VALLE,A,OFICIAL,TARDE,40.26,41.43,40.43,39.76,35.85,40.48,43.19,39.53,8.95,5.73,10.68,6.67,8.15,5.87,6.41,6.28,72,20132
066423,INSTITUCION EDUCATIVA JULIAN TRUJILLO,76828,TRUJILLO,VALLE,F,OFICIAL,NOCHE,43.67,38.67,36.00,40.67,36.33,40.00,40.00,34.67,14.64,1.53,14.53,5.86,10.21,0.00,5.57,11.68,3,20132
066431,COLEGIO INTERNACIONAL DE BOGOTA,11001,BOGOTÁ D.C.,BOGOTÁ,B,NO OFICIAL,COMPLETA U ORDINARIA,66.83,61.50,58.06,54.22,58.72,84.44,59.17,55.61,11.53,8.71,10.65,4.17,10.50,8.99,11.77,6.36,18,20131
066480,CENTRO DE INVESTIGACIONES EN EDUCACION Y DOCENCIA CIENCIA,66001,PEREIRA,RISARALDA,F,NO OFICIAL,SABATINA - DOMINICAL,39.63,43.25,39.25,42.13,36.81,39.56,45.13,44.63,10.68,7.44,8.54,7.60,7.59,7.76,8.11,8.72,16,20131
066480,CENTRO DE INVESTIGACIONES EN EDUCACION Y DOCENCIA CIENCIA,66001,PEREIRA,RISARALDA,F,NO OFICIAL,SABATINA - DOMINICAL,39.64,40.91,37.89,41.76,40.02,39.98,44.49,40.31,6.52,7.23,7.81,6.16,8.73,8.12,5.50,7.53,45,20132
066498,COLEGIO MARIA REINA,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,46.19,46.37,44.59,45.64,41.12,48.10,51.93,47.49,7.91,6.86,11.31,7.04,8.46,8.19,6.20,7.02,59,20132
066506,INSTITUCION EDUCATIVA DE TRABAJO SAN JOSE,05088,BELLO,ANTIOQUIA,F,OFICIAL,MAÑANA,40.15,41.81,41.04,42.04,36.22,37.48,45.85,42.59,7.75,6.37,4.95,5.10,4.96,5.19,7.19,5.12,27,20131
066506,INSTITUCION EDUCATIVA DE TRABAJO SAN JOSE,05088,BELLO,ANTIOQUIA,F,OFICIAL,MAÑANA,40.20,40.50,39.67,42.73,36.70,41.67,46.83,41.57,7.22,5.61,8.41,5.51,7.21,5.74,6.47,6.28,30,20132
066514,GIMNASIO EMILIO DE BRIGARD,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,MAÑANA,53.82,54.18,50.55,51.36,47.27,62.27,56.45,52.00,11.97,10.93,12.16,7.05,12.35,14.46,7.94,8.23,11,20132
066522,INSTITUTO TECNICO LA RIVIERA,76001,CALI,VALLE,B,NO OFICIAL,MAÑANA,41.53,40.37,39.53,44.89,39.89,42.58,46.05,42.26,6.27,5.86,5.51,6.45,6.52,7.82,7.74,7.44,19,20131
066530,INSTITUCION EDUCATIVA SAGRADO CORAZON,19573,PUERTO TEJADA,CAUCA,F,OFICIAL,NOCHE,41.50,39.75,36.75,33.50,32.75,40.75,40.50,36.00,6.61,7.14,6.95,9.33,4.99,5.32,5.20,5.77,4,20132
066530,INSTITUCION EDUCATIVA SAGRADO CORAZON,19573,PUERTO TEJADA,CAUCA,F,OFICIAL,NOCHE,38.20,37.60,41.80,40.80,35.40,39.40,49.60,39.60,5.36,10.11,5.22,7.56,9.81,5.37,8.17,5.77,5,20131
066555,COLEGIO MUNICIPAL MOCONDINO,52001,PASTO,NARIÑO,A,OFICIAL,TARDE,42.74,43.60,44.12,44.31,38.40,41.31,46.17,45.69,8.22,4.41,9.80,6.12,8.23,3.35,6.05,6.83,42,20132
066563,COLEGIO DEPARTAMENTAL DE LLORENTE,52835,TUMACO,NARIÑO,A,OFICIAL,MAÑANA,39.69,42.05,41.64,42.70,38.06,39.11,44.73,43.63,7.79,6.13,9.54,6.58,6.68,6.50,5.71,5.95,64,20132
066589,INSTITUTO AGROPECUARIO JESUS NAZARENO,52260,EL TAMBO,NARIÑO,A,OFICIAL,MAÑANA,46.52,45.01,45.87,45.69,40.25,42.64,46.90,44.76,9.92,8.83,9.50,9.42,8.52,5.11,7.45,7.18,67,20132
066597,LICEO SAN ANTONIO,76001,CALI,VALLE,A,NO OFICIAL,TARDE,43.89,47.26,48.58,46.42,39.05,44.26,50.11,45.84,11.10,9.22,8.15,6.91,8.22,8.82,5.28,6.21,19,20132
066621,INSTITUTO TECNICO AGRICOLA SAN DIEGO,52317,GUACHUCAL,NARIÑO,A,OFICIAL,MAÑANA,45.16,41.61,43.00,42.65,38.16,46.06,46.39,44.48,7.94,5.46,9.48,8.53,6.51,5.43,5.17,7.37,31,20132
066639,CENTRO EDUCATIVO DISTRITAL INSTITUTO TECNICO TABORA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,49.83,48.09,49.76,46.67,46.56,47.38,51.56,48.56,9.53,7.66,10.79,6.57,9.37,7.23,5.61,6.37,89,20132
066647,COLEGIO CIUDAD DE CALI,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,44.95,44.65,45.12,45.47,40.33,42.22,48.54,45.20,8.56,7.93,9.88,7.69,8.75,6.92,6.94,6.84,129,20132
066662,CENTRO EDUCATIVO DISTRITAL BRASILIA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,44.06,45.85,47.12,43.97,38.65,41.26,45.71,43.71,7.97,8.36,8.47,6.67,8.59,4.97,6.99,6.46,34,20132
066670,INSTITUTO EL INGENIOSO HIDALGO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,50.36,52.00,49.79,47.57,43.18,44.64,50.70,51.34,10.03,8.19,10.61,6.91,9.69,8.01,6.27,9.70,56,20132
066688,CENTRO EDUCATIVO DISTRITAL SAN JOSE,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,44.17,43.27,44.67,45.21,40.51,44.90,47.40,43.98,8.32,9.27,12.19,7.10,7.89,7.76,7.07,6.23,63,20132
066712,CENTRO EDUCATIVO DISTRITAL EL JAPON,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,45.05,46.27,46.71,46.95,41.07,47.47,49.22,47.12,10.60,7.89,10.30,7.59,10.12,11.80,7.30,8.03,59,20132
066720,CENTRO EDUCATIVO DISTRITAL RICAURTE,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,46.61,44.33,44.15,45.21,42.94,45.28,49.25,47.09,10.11,8.28,11.18,5.67,9.11,10.38,6.61,8.09,89,20132
066746,COLEGIO FE Y ALEGRIA LA PAZ,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,45.18,44.60,45.28,43.73,39.37,41.87,47.31,44.94,10.33,6.71,10.91,6.41,8.15,6.63,6.66,7.70,126,20132
066753,CENTRO EDUCATIVO DISTRITAL LOS PERIODISTAS,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,49.18,49.83,49.30,49.26,44.16,48.80,51.39,48.92,8.55,7.52,10.19,6.89,10.30,8.89,6.19,8.31,89,20132
066779,COLEGIO GUSTAVO ROJAS PINILLA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,59.67,52.00,58.67,51.00,43.00,49.67,49.00,46.33,21.39,8.66,10.26,6.93,3.00,2.52,1.73,6.66,3,20132
066787,COLEGIO AGUSTINIANO DE SUBA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,56.25,53.83,54.99,53.49,47.34,60.25,53.85,51.12,11.56,10.04,9.93,7.99,9.19,14.16,6.83,7.99,136,20132
066795,GIMNASIO SANTA ROCIO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,49.55,47.00,49.09,46.27,42.66,49.48,50.59,47.72,10.38,7.73,9.59,7.74,7.42,10.27,6.88,7.17,64,20132
066803,COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA LOS ALPES,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,44.17,42.00,41.83,43.19,38.22,43.08,47.21,45.32,7.18,6.39,9.71,6.17,8.18,6.75,6.26,6.45,63,20132
066811,INSTITUTO EDUCACION Y VIDA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,53.63,54.23,55.09,52.47,49.92,60.06,54.63,51.58,10.72,7.66,10.43,7.82,9.04,12.36,8.05,7.48,64,20132
066837,COLEGIO COMUNITARIO NOCTURNO DE BACHILLERATO LA LIBERTAD,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,NOCHE,39.92,38.83,40.42,38.42,39.58,39.33,44.83,40.33,7.70,6.16,7.46,12.47,5.40,4.44,4.28,4.33,12,20132
066845,INSTITUTO ALBERTO MERANI,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,70.50,69.62,72.32,67.21,65.44,84.03,64.76,69.47,10.22,9.73,14.60,9.24,9.69,15.83,5.68,8.50,34,20132
066860,FUNDACION IDEALES GIMNASIO SANTA ANA,11001,BOGOTÁ D.C.,BOGOTÁ,B,NO OFICIAL,COMPLETA U ORDINARIA,57.33,56.93,48.13,51.07,52.40,77.20,61.93,53.93,11.62,9.07,9.24,5.34,9.24,13.04,6.65,5.82,15,20131
066878,LICEO LA ESPAÑOLA GABRIEL ANZOLA GOMEZ,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,49.50,49.06,49.13,50.56,42.75,50.63,51.19,50.56,9.86,6.71,10.05,9.43,7.37,14.30,6.97,6.97,16,20132
066886,COLEGIO CARLOS V,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,44.24,46.76,47.24,45.76,40.00,45.76,48.59,44.18,9.06,7.49,6.82,5.11,8.65,6.61,4.69,7.17,17,20132
066894,LICEO SAMARIO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,56.87,59.02,52.98,53.68,47.26,53.55,53.83,52.81,11.91,9.19,9.73,8.49,7.58,10.73,6.27,7.78,105,20132
066902,COLEGIO DISTRITAL RAFAEL NUÑEZ,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,48.00,45.39,44.68,47.18,40.04,44.36,49.36,46.50,9.00,5.14,7.21,5.36,8.74,6.36,6.46,5.31,28,20132
066910,INSTITUCION EDUCATIVA DISTRITAL CARLOS ARTURO TORRES,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,44.06,45.98,44.33,45.20,38.56,45.19,47.76,45.37,8.62,6.82,10.43,7.01,8.94,7.22,8.26,6.48,54,20132
066928,LICEO SAN BERNARDO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,49.82,51.36,47.04,49.61,41.79,50.14,52.14,48.14,10.54,7.84,11.46,7.16,9.69,10.03,7.88,8.35,28,20132
066936,LICEO CULTURAL LUIS ENRIQUE OSORIO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,TARDE,42.93,44.91,44.84,44.88,39.67,42.84,47.84,45.59,8.42,6.12,9.35,6.27,8.11,6.04,5.81,6.77,180,20132
066944,CENTRO EDUCATIVO DISTRITAL EL JAZMIN,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,46.09,45.95,44.89,45.54,42.33,44.98,47.80,45.40,9.36,6.96,9.99,7.27,7.91,8.47,7.12,7.82,81,20132
066951,COLEGIO BILINGUE TIERRA NUEVA,11001,BOGOTÁ D.C.,BOGOTÁ,B,NO OFICIAL,COMPLETA U ORDINARIA,54.00,51.68,48.36,49.08,46.48,73.52,56.44,51.20,11.98,8.63,9.11,7.37,9.46,12.37,9.86,6.75,25,20131
066977,INSTITUTO COMERCIAL EDUARDO TORRES,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,39.92,42.08,39.77,43.85,38.08,42.54,44.08,41.15,7.73,3.68,6.18,3.78,6.58,5.29,6.29,5.98,13,20132
066985,GIMNASIO CAMPESTRE LA SABANA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,46.57,45.83,46.70,45.83,41.97,46.83,49.83,47.17,9.57,5.99,9.22,6.13,8.33,6.01,7.78,6.39,30,20132
066993,CENTRO EDUCATIVO DISTRITAL INSTITUTO TECNICO TABORA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,48.33,46.44,47.52,46.97,42.44,44.44,49.22,46.59,10.01,6.76,9.77,6.45,8.84,7.49,6.73,7.51,79,20132
067009,COLEGIO CRISTIANO SEMILLA DE VIDA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,51.75,51.13,50.33,49.26,45.95,58.62,53.51,52.11,10.37,9.30,10.02,8.09,10.90,13.16,6.77,8.47,61,20132
067017,COLEGIO MAYOR SAN BENITO APOSTOL,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,47.71,44.24,46.24,47.47,43.65,49.94,50.94,43.65,9.36,6.95,9.90,6.84,6.61,11.94,5.48,5.63,17,20132
067025,CENTRO EDUCATIVO DISTRITAL MARSELLA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,47.40,44.21,44.76,45.57,41.26,46.63,49.34,47.88,9.08,8.08,11.20,6.42,9.02,9.96,6.17,7.89,68,20132
067033,COLEGIO LAZARILLO DE TORMES,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,43.80,41.64,42.32,44.76,37.72,44.48,46.96,42.40,8.97,7.37,8.24,5.75,8.59,6.62,4.86,5.48,25,20132
067041,COLEGIO ALAFAS DEL NORTE,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,49.59,47.71,47.51,47.29,43.98,49.69,50.18,47.49,10.19,8.11,10.03,7.09,9.79,12.12,7.22,8.78,49,20132
067058,INSTITUCION EDUCATIVA DISTRITAL QUIROGA ALIANZA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,43.55,46.07,45.14,46.45,39.83,42.48,48.69,46.17,10.07,8.69,8.46,7.60,7.44,4.84,8.08,7.64,29,20132
067074,COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA LOS ALPES,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,42.22,42.55,42.13,42.86,36.30,41.73,46.24,42.89,7.84,6.72,9.09,6.85,9.10,5.83,6.59,6.34,83,20132
067082,INSTITUTO POLITECNICO NACIONAL FEMENINO,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,45.67,46.48,46.07,43.98,41.65,46.72,49.33,46.20,6.83,6.09,9.91,7.99,8.46,7.86,7.12,7.25,54,20132
067090,CENTRO DE EDUCACION DIVERSIFICADO DISTRITAL CEDID CIUDAD BOLIVAR,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,43.27,44.97,43.71,43.78,39.73,42.84,46.27,43.94,8.91,6.71,7.78,7.04,8.41,4.32,6.03,5.83,120,20132
067108,CENTRO EDUCATIVO DISTRITAL NUEVA CASTILLA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,46.21,47.70,46.87,46.80,41.23,47.12,49.59,47.24,10.32,8.30,9.91,6.63,7.64,8.48,6.36,7.07,147,20132
067132,INSTITUTO NUESTRA SEÑORA DEL AMPARO,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,54.56,52.44,47.88,50.19,46.25,50.75,52.69,50.19,7.62,8.57,8.29,6.21,6.90,9.73,7.89,7.02,16,20132
067140,COLEGIO DISTRITAL ALBERTO LLERAS CAMARGO,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,47.44,45.60,49.65,45.25,42.61,46.63,49.46,46.81,9.16,7.01,11.09,7.16,8.40,9.04,6.82,7.23,104,20132
067173,COLEGIO SAN GABRIEL,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,MAÑANA,38.81,37.25,32.31,35.44,33.38,37.94,40.38,38.50,7.09,5.04,7.85,6.85,7.76,6.18,6.24,6.80,16,20132
067199,COLEGIO LAS AMERICAS,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,TARDE,45.42,42.17,41.92,42.92,39.58,39.00,46.83,42.92,7.40,5.31,8.85,5.42,11.87,6.45,7.79,9.83,12,20132
067256,CENTRO COMUNITARIO DE EDUCACION BASICA NO. 187 CIVICO 7 DE ABRIL,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,39.42,41.92,41.33,40.42,38.58,39.25,44.83,40.58,11.87,8.70,9.44,6.73,6.39,5.74,6.49,5.55,12,20132
067264,COLEGIO MADRE MARCELINA,08758,SOLEDAD,ATLÁNTICO,A,NO OFICIAL,COMPLETA U ORDINARIA,52.30,50.18,51.52,49.24,47.48,51.15,55.00,48.73,9.32,7.41,9.19,6.61,8.16,13.20,7.28,6.58,33,20132
067280,INSTITUCION EDUCATIVA TECNICA MADRE INMACULADA,08638,SABANALARGA,ATLÁNTICO,A,NO OFICIAL,COMPLETA U ORDINARIA,36.44,40.56,42.00,40.44,34.44,42.56,42.67,42.22,14.92,3.61,9.57,6.46,7.52,5.64,7.47,6.14,9,20132
067298,CENTRO EDUCATIVO SAN JUAN BOSCO DE SOLEDAD,08758,SOLEDAD,ATLÁNTICO,A,NO OFICIAL,TARDE,39.73,42.07,37.13,38.87,35.87,41.33,42.20,37.87,6.05,2.81,8.77,5.72,6.33,4.73,4.97,3.93,15,20132
067306,CENTRO POPULAR ATANASIO GIRARDOT,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,MAÑANA,41.75,41.88,39.56,40.19,30.38,39.63,43.38,41.19,5.25,3.58,8.07,6.39,8.69,4.98,7.07,6.27,16,20132
067322,COLEGIO TECNICO INDUSTRIAL SAN CARLOS BORROMEO,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,COMPLETA U ORDINARIA,43.92,46.90,43.67,44.75,37.12,41.62,46.18,43.12,8.35,7.01,9.08,5.77,7.61,5.75,5.50,5.42,60,20132
067330,GIMNASIO DE LA COSTA,08001,BARRANQUILLA,ATLÁNTICO,A,NO OFICIAL,MAÑANA,39.54,39.77,36.79,38.79,34.44,40.18,44.05,37.62,6.75,5.33,8.20,5.60,7.42,5.81,5.93,5.61,39,20132
067348,COLEGIO JESUS DE LA BUENA ESPERANZA,08433,MALAMBO,ATLÁNTICO,A,NO OFICIAL,COMPLETA U ORDINARIA,43.42,46.33,50.42,43.75,42.42,50.25,48.83,47.17,9.82,5.18,7.23,6.17,8.87,7.19,6.29,7.64,12,20132
067355,COLEGIO LA CARIDAD DEL COBRE,08758,SOLEDAD,ATLÁNTICO,A,NO OFICIAL,TARDE,44.45,39.77,40.26,41.81,40.55,40.87,46.61,45.19,7.84,8.48,7.82,7.85,8.54,5.36,7.71,8.05,31,20132
067389,COLEGIO SANTA RITA,05034,ANDES,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.29,41.32,43.52,43.65,38.61,41.29,45.32,45.55,8.15,7.29,8.63,6.70,10.02,6.78,6.86,7.48,31,20132
067413,INSTITUCION EDUCATIVA FEDERICO SIERRA,05088,BELLO,ANTIOQUIA,A,OFICIAL,TARDE,46.17,45.04,46.09,45.77,41.00,41.25,48.42,46.62,9.87,7.87,8.80,5.70,7.00,6.20,7.18,6.90,53,20132
067454,INSTITUTO REGIONAL COREDI,05440,MARINILLA,ANTIOQUIA,F,NO OFICIAL,COMPLETA U ORDINARIA,50.40,47.76,47.68,50.48,43.40,54.40,52.32,48.20,11.04,7.80,7.30,9.11,7.21,10.89,7.36,7.62,25,20132
067470,LICEO DEPARTAMENTAL SAN LORENZO DE ABURRA,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,46.04,44.67,46.31,44.69,38.48,43.83,45.99,43.06,10.23,9.50,9.54,6.94,8.08,7.13,7.41,7.54,84,20132
067496,INSTITUCION EDUCATIVA LA PAZ,05376,LA CEJA,ANTIOQUIA,A,OFICIAL,NOCHE,45.05,40.25,39.00,43.55,37.00,45.85,45.60,41.25,7.16,6.75,10.72,6.09,6.73,13.78,6.11,6.51,20,20132
067504,COLEGIO PARROQUIAL JUAN PABLO II,05088,BELLO,ANTIOQUIA,A,NO OFICIAL,MAÑANA,43.58,45.61,44.07,45.61,38.34,42.84,49.00,45.84,9.17,8.07,9.04,8.10,9.46,10.16,6.45,6.09,76,20132
067512,COLEGIO CARDENAL ANIBAL MUÑOZ DUQUE,05686,SANTA ROSA DE OSOS,ANTIOQUIA,A,OFICIAL,NOCHE,39.76,41.20,42.84,41.96,36.80,39.84,43.88,42.48,8.81,4.66,7.98,6.49,6.47,4.88,4.16,6.01,25,20132
067520,INSTITUCION EDUCATIVA EL SALVADOR,05576,PUEBLORRICO,ANTIOQUIA,F,OFICIAL,NOCHE,40.75,38.33,34.83,41.00,38.00,39.58,44.33,38.75,7.71,6.37,9.34,5.38,6.59,7.14,3.75,5.33,12,20132
067538,INSTITUCION EDUCATIVA CAMPESTRE NUEVO HORIZONTE,05148,CARMEN DE VIBORAL,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.26,43.16,44.26,44.68,42.21,40.37,48.79,44.74,8.69,6.02,7.83,5.46,5.70,5.61,7.20,5.17,19,20132
067546,COLEGIO EDUCATIVO LA CAUCANA,05790,TARAZA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,37.39,38.82,39.57,42.07,34.14,37.14,42.21,39.93,7.22,5.77,10.54,6.32,6.55,7.59,7.39,5.09,28,20132
067553,LICEO MUNICIPAL BARRIO SANTA MARGARITA,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,MAÑANA,42.16,41.66,40.17,42.84,36.14,42.56,46.34,42.42,8.79,6.91,9.56,6.25,8.53,4.91,5.46,5.31,64,20132
067561,COLEGIO EDUCATIVO SAN ANTONIO DE PADUA,05873,VIGIA DEL FUERTE,ANTIOQUIA,A,OFICIAL,MAÑANA,38.55,37.82,31.55,37.73,30.27,37.09,41.82,37.36,7.92,6.26,7.03,4.65,10.78,5.58,4.85,5.50,11,20132
067579,COLEGIO GRANJAS INFANTILES,05212,COPACABANA,ANTIOQUIA,A,OFICIAL,MAÑANA,43.11,40.63,39.63,43.79,41.21,42.32,46.42,45.37,7.74,5.27,11.02,6.62,5.67,6.53,5.53,6.34,19,20132
067587,COLEGIO MANUEL MEJIA VALLEJO,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,MAÑANA,52.63,46.00,46.74,49.68,49.74,57.42,52.16,52.53,10.97,9.48,10.72,7.83,7.79,16.13,7.11,12.19,19,20132
067611,INSTITUCION EDUCATIVA LA PASCUALA,13430,MAGANGUE,BOLÍVAR,A,OFICIAL,MAÑANA,42.67,41.47,46.13,42.47,39.00,41.93,45.93,46.07,11.94,6.19,9.90,6.28,6.57,5.96,5.54,7.07,15,20132
067637,GIMNASIO LATINOAMERICANO,13001,CARTAGENA,BOLÍVAR,A,NO OFICIAL,MAÑANA,41.81,40.48,39.32,42.23,37.81,41.23,43.94,39.23,7.40,6.53,10.13,7.57,6.20,5.93,7.18,5.73,31,20132
067652,COLEGIO ALMIRANTE COLON,13001,CARTAGENA,BOLÍVAR,A,NO OFICIAL,MAÑANA,44.87,43.79,43.81,44.23,38.64,41.63,46.46,43.30,8.78,6.89,9.46,7.15,8.62,6.19,6.02,6.58,326,20132
067660,INSTITUCION EDUCATIVA TIQUISIO NUEVO,13810,TIQUISIO (PUERTO RICO),BOLÍVAR,A,OFICIAL,COMPLETA U ORDINARIA,39.35,38.15,36.78,40.10,35.10,37.38,40.80,39.28,6.96,4.77,9.55,6.59,8.57,5.68,7.41,5.90,40,20132
067686,COLEGIO NICOLAS CUERVO Y ROJAS,15500,OICATA,BOYACÁ,A,OFICIAL,COMPLETA U ORDINARIA,46.08,46.96,48.36,45.96,40.40,42.68,46.08,45.76,9.26,7.83,13.10,8.78,8.66,6.36,5.79,8.05,25,20132
067694,COLEGIO PABLO VALETTE,15681,SAN PABLO DE BORBUR,BOYACÁ,A,NO OFICIAL,MAÑANA,39.29,39.20,40.29,41.27,34.89,39.62,44.96,41.11,10.28,6.15,8.76,6.16,8.93,4.85,6.18,5.32,45,20132
067728,COLEGIO TECNICO COMERCIAL SAN PEDRO DE IGUAQUE,15232,CHIQUIZA,BOYACÁ,A,OFICIAL,MAÑANA,41.23,44.73,46.40,43.81,38.56,42.19,42.29,41.35,7.12,6.06,8.55,8.14,6.73,5.46,5.50,6.82,48,20132
067736,COLEGIO RURAL JUAN PABLO II,15632,SABOYA,BOYACÁ,A,OFICIAL,MAÑANA,43.58,49.50,52.08,47.50,44.17,42.83,49.33,48.92,12.57,8.11,6.99,6.02,6.51,4.20,6.57,6.82,12,20132
067744,CENTRO EDUCATIVO DISTRITAL RURAL PASQUILLA,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,42.90,44.90,45.87,45.65,38.28,41.32,46.96,46.07,7.68,7.03,9.40,6.50,8.09,5.08,5.69,6.34,69,20132
067769,COLEGIO DEPARTAMENTAL MIXTO NACIONALIZADO DE TOPAIPI,25823,TOPAIPI,CUNDINAMARCA,A,OFICIAL,MAÑANA,44.62,44.00,42.48,43.14,40.76,39.95,43.95,44.29,9.39,11.20,10.35,9.58,7.67,6.30,9.73,8.60,21,20132
067777,CENTRO EDUCATIVO INSTITUTO DE CIENCIAS AGROINDUSTRIALES Y DEL MEDIO AMBIENTE ICAM UBATE,25843,UBATE,CUNDINAMARCA,A,NO OFICIAL,COMPLETA U ORDINARIA,46.48,48.20,45.72,47.88,41.40,42.20,47.88,47.60,8.59,7.25,8.89,6.06,9.48,6.78,7.41,8.27,25,20132
067785,INSTITUCION EDUCATIVA DEPARTAMENTAL CARTAGENA,25269,FACATATIVA,CUNDINAMARCA,A,OFICIAL,TARDE,42.39,45.28,44.23,43.11,36.99,43.99,47.66,46.01,8.21,7.46,8.16,6.86,8.29,4.94,5.64,6.59,140,20132
